contestID,problemID,rating,tags
492,A,933,['implementation']
492,B,1272,"['binary search', 'math', 'sortings']"
492,C,1519,"['greedy', 'sortings']"
492,D,1853,"['binary search', 'implementation', 'math', 'sortings']"
492,E,2166,['math']
490,A,933,"['greedy', 'implementation', 'sortings']"
490,B,1506,"['dsu', 'implementation']"
490,C,1765,"['brute force', 'math', 'strings']"
490,D,1927,"['brute force', 'dfs and similar', 'math', 'meet-in-the-middle', 'number theory']"
490,E,2115,"['binary search', 'brute force', 'greedy', 'implementation']"
490,F,2429,"['data structures', 'dfs and similar', 'dp', 'trees']"
487,A,1818,"['binary search', 'brute force', 'implementation']"
487,B,2056,"['binary search', 'data structures', 'dp', 'two pointers']"
487,C,2311,"['constructive algorithms', 'number theory']"
487,D,2716,['data structures']
487,E,3257,"['data structures', 'dfs and similar', 'graphs', 'trees']"
488,A,1226,['brute force']
488,B,1924,"['brute force', 'constructive algorithms']"
488,C,2089,['brute force']
488,D,2536,"['data structures', 'dp', 'two pointers']"
488,E,2816,"['constructive algorithms', 'math']"
489,A,1323,"['implementation', 'sortings']"
489,B,1321,"['dfs and similar', 'dp', 'graph matchings', 'greedy', 'sortings', 'two pointers']"
489,C,1440,"['dp', 'greedy', 'implementation']"
489,D,1751,"['brute force', 'combinatorics', 'dfs and similar', 'graphs']"
489,E,2718,"['binary search', 'dp']"
489,F,2245,"['combinatorics', 'dp']"
486,A,1027,"['implementation', 'math']"
486,B,1504,"['greedy', 'hashing', 'implementation']"
486,C,1678,"['greedy', 'implementation']"
486,D,2224,"['dfs and similar', 'dp', 'math', 'trees']"
486,E,2282,"['data structures', 'dp', 'greedy', 'hashing', 'math']"
482,A,1151,"['constructive algorithms', 'greedy']"
482,B,1836,"['constructive algorithms', 'data structures', 'trees']"
482,C,2693,"['bitmasks', 'dp', 'probabilities']"
482,D,2674,"['combinatorics', 'dp', 'trees']"
482,E,4000,"['data structures', 'trees']"
483,A,1164,"['brute force', 'implementation']"
483,B,1806,"['binary search', 'math']"
483,C,1414,"['constructive algorithms', 'implementation']"
483,D,2135,['data structures']
483,E,4000,[]
479,A,1133,"['brute force', 'math']"
479,B,1428,"['brute force', 'greedy', 'implementation', 'sortings']"
479,C,1558,"['greedy', 'sortings']"
479,D,1935,"['binary search', 'greedy', 'implementation']"
479,E,2141,['dp']
480,A,1473,"['greedy', 'sortings']"
480,B,1795,"['binary search', 'greedy', 'hashing', 'implementation', 'sortings']"
480,C,1900,"['dp', 'implementation']"
480,D,2601,"['dp', 'graphs']"
480,E,2943,"['data structures', 'divide and conquer']"
478,A,1103,['implementation']
478,B,1325,"['combinatorics', 'constructive algorithms', 'greedy', 'math']"
478,C,1772,['greedy']
478,D,2081,['dp']
478,E,4000,"['brute force', 'dfs and similar', 'meet-in-the-middle', 'sortings']"
476,A,1111,"['implementation', 'math']"
476,B,1333,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'math', 'probabilities']"
476,C,1768,['math']
476,D,1954,"['constructive algorithms', 'greedy', 'math']"
476,E,2650,"['dp', 'strings']"
477,A,1662,['math']
477,B,1898,['math']
477,C,2217,['dp']
477,D,2695,"['dp', 'strings']"
477,E,4000,['data structures']
474,A,941,['implementation']
474,B,1266,"['binary search', 'implementation']"
474,C,1933,"['brute force', 'geometry']"
474,D,1648,['dp']
474,E,2192,"['binary search', 'data structures', 'dp', 'sortings', 'trees']"
474,F,2156,"['data structures', 'number theory']"
475,A,1307,['implementation']
475,B,1410,"['brute force', 'dfs and similar', 'graphs', 'implementation']"
475,C,2102,"['brute force', 'constructive algorithms', 'greedy']"
475,D,2052,"['brute force', 'data structures', 'math']"
475,E,2655,['dfs and similar']
475,F,2916,['data structures']
472,A,982,"['math', 'number theory']"
472,B,1301,[]
472,C,1443,['greedy']
472,D,1909,"['dfs and similar', 'dsu', 'shortest paths', 'trees']"
472,E,2846,"['constructive algorithms', 'implementation']"
472,F,2744,"['constructive algorithms', 'math', 'matrices']"
472,G,2908,"['bitmasks', 'data structures', 'fft']"
471,A,1267,['implementation']
471,B,1414,['sortings']
471,C,1709,"['binary search', 'brute force', 'greedy', 'math']"
471,D,1950,"['string suffix structures', 'strings']"
471,E,4000,"['data structures', 'dsu']"
468,A,1485,"['constructive algorithms', 'greedy', 'math']"
468,B,2052,"['2-sat', 'dfs and similar', 'dsu', 'graph matchings', 'greedy']"
468,C,2466,"['binary search', 'constructive algorithms', 'math']"
468,D,3228,['graph matchings']
468,E,4000,"['dp', 'graph matchings', 'math', 'meet-in-the-middle']"
469,A,1001,"['greedy', 'implementation']"
469,B,1337,['implementation']
469,C,1638,"['constructive algorithms', 'implementation']"
469,D,2341,"['2-sat', 'data structures', 'graph matchings', 'greedy']"
469,E,4000,['constructive algorithms']
467,A,648,['implementation']
467,B,1236,"['bitmasks', 'brute force', 'constructive algorithms', 'implementation']"
467,C,1762,"['dp', 'implementation']"
467,D,2433,"['dfs and similar', 'dp', 'graphs', 'hashing', 'strings']"
467,E,4000,"['data structures', 'dp', 'greedy']"
466,A,1279,['implementation']
466,B,1985,"['brute force', 'math']"
466,C,1740,"['binary search', 'brute force', 'data structures', 'dp', 'two pointers']"
466,D,2221,"['combinatorics', 'dp']"
466,E,2363,"['dfs and similar', 'dsu', 'graphs', 'trees']"
464,A,1738,"['greedy', 'strings']"
464,B,2057,"['brute force', 'geometry']"
464,C,2111,['dp']
464,D,2733,"['dp', 'probabilities']"
464,E,3368,"['data structures', 'graphs', 'shortest paths']"
465,A,973,['implementation']
465,B,1108,['implementation']
465,C,1775,['brute force']
465,D,2286,['brute force']
465,E,2430,"['constructive algorithms', 'dp']"
463,A,1323,['implementation']
463,B,1150,['math']
463,C,1905,"['greedy', 'hashing', 'implementation']"
463,D,1938,"['dfs and similar', 'dp', 'graphs']"
463,E,2324,"['brute force', 'dfs and similar', 'trees']"
461,A,1164,"['greedy', 'sortings']"
461,B,1951,"['dfs and similar', 'dp', 'trees']"
461,C,2174,"['data structures', 'implementation']"
461,D,2822,"['dsu', 'math']"
461,E,2967,"['binary search', 'shortest paths', 'strings']"
462,A,1141,"['brute force', 'implementation']"
462,B,1400,['greedy']
462,C,1344,"['implementation', 'sortings']"
462,D,2265,"['dp', 'graphs']"
462,E,2662,[]
460,A,1003,"['brute force', 'implementation', 'math']"
460,B,1544,"['brute force', 'implementation', 'math']"
460,C,1924,"['binary search', 'data structures', 'greedy']"
460,D,2443,"['brute force', 'constructive algorithms', 'math']"
460,E,2670,"['brute force', 'geometry', 'math', 'sortings']"
459,A,1355,['implementation']
459,B,1354,"['combinatorics', 'implementation', 'sortings']"
459,C,1854,"['combinatorics', 'constructive algorithms', 'math']"
459,D,1862,"['data structures', 'divide and conquer', 'sortings']"
459,E,2169,"['dp', 'sortings']"
457,A,1926,"['math', 'meet-in-the-middle']"
457,B,2062,['greedy']
457,C,2136,['brute force']
457,D,2613,"['combinatorics', 'math', 'probabilities']"
457,E,4000,"['constructive algorithms', 'flows', 'math']"
457,F,4000,"['dp', 'games', 'greedy', 'trees']"
455,A,1501,['dp']
455,B,1968,"['dfs and similar', 'dp', 'games', 'implementation', 'strings', 'trees']"
455,C,2120,"['dfs and similar', 'dp', 'dsu', 'ternary search', 'trees']"
455,D,2720,['data structures']
455,E,2927,['data structures']
456,A,1270,['sortings']
456,B,1264,"['math', 'number theory']"
456,C,1631,['dp']
456,D,2220,"['dp', 'games', 'strings']"
456,E,2391,"['dfs and similar', 'dsu', 'graphs', 'trees']"
453,A,1447,['probabilities']
453,B,1947,"['bitmasks', 'brute force', 'dp']"
453,C,2221,"['constructive algorithms', 'dfs and similar']"
453,D,2901,"['dp', 'matrices']"
453,E,3220,['data structures']
454,A,808,['implementation']
454,B,1392,['implementation']
454,C,1628,"['combinatorics', 'math', 'probabilities']"
454,D,2205,"['bitmasks', 'dp']"
454,E,2716,['dfs and similar']
452,A,1222,"['brute force', 'implementation', 'strings']"
452,B,1820,"['brute force', 'constructive algorithms', 'geometry', 'trees']"
452,C,2084,"['combinatorics', 'math', 'probabilities']"
452,D,1938,"['greedy', 'implementation']"
452,E,2470,"['data structures', 'dsu', 'string suffix structures', 'strings']"
452,F,2692,"['data structures', 'divide and conquer', 'hashing']"
451,A,1002,['implementation']
451,B,1434,"['implementation', 'sortings']"
451,C,1708,"['brute force', 'implementation', 'math']"
451,D,2011,['math']
451,E,2365,"['bitmasks', 'combinatorics', 'number theory']"
449,A,1889,['math']
449,B,2090,"['graphs', 'shortest paths']"
449,C,2399,"['constructive algorithms', 'number theory']"
449,D,2353,"['bitmasks', 'combinatorics', 'dp']"
449,E,2958,"['dp', 'math', 'number theory']"
450,A,1114,['implementation']
450,B,1485,"['implementation', 'math']"
450,C,1817,"['greedy', 'implementation']"
450,D,2296,"['graphs', 'shortest paths']"
450,E,2602,"['constructive algorithms', 'number theory']"
448,A,964,['implementation']
448,B,1473,"['implementation', 'strings']"
448,C,1956,"['divide and conquer', 'dp', 'greedy']"
448,D,1848,"['binary search', 'brute force']"
448,E,2324,"['brute force', 'dfs and similar', 'implementation', 'number theory']"
446,A,1803,"['dp', 'implementation', 'two pointers']"
446,B,1906,"['brute force', 'greedy']"
446,C,2413,"['data structures', 'math', 'number theory']"
446,D,2895,"['math', 'matrices', 'probabilities']"
446,E,4000,"['math', 'matrices']"
447,A,1006,['implementation']
447,B,1080,"['greedy', 'implementation']"
447,C,1798,['dp']
447,D,2157,"['data structures', 'greedy']"
447,E,2548,['data structures']
444,A,1564,"['greedy', 'math']"
444,B,2239,['probabilities']
444,C,2366,['data structures']
444,D,2468,"['binary search', 'hashing', 'strings', 'two pointers']"
444,E,2681,"['binary search', 'dsu', 'trees']"
445,A,1282,"['dfs and similar', 'implementation']"
445,B,1466,"['dfs and similar', 'dsu', 'greedy']"
445,C,1802,"['graphs', 'greedy']"
445,D,2496,['probabilities']
445,E,2617,['data structures']
442,A,1789,"['bitmasks', 'brute force', 'implementation']"
442,B,1892,"['greedy', 'math', 'probabilities']"
442,C,2471,"['data structures', 'greedy']"
442,D,2665,"['data structures', 'trees']"
442,E,3298,['geometry']
443,A,835,"['constructive algorithms', 'implementation']"
443,B,1523,"['brute force', 'implementation', 'strings']"
443,C,2083,"['bitmasks', 'brute force', 'constructive algorithms', 'implementation']"
443,D,1883,"['dp', 'greedy', 'math', 'probabilities', 'sortings']"
443,E,4000,[]
436,A,1586,['greedy']
436,B,1423,"['implementation', 'math']"
436,C,1818,"['dsu', 'graphs', 'greedy', 'trees']"
436,D,2945,['dp']
436,E,2677,"['data structures', 'greedy']"
436,F,3026,"['brute force', 'data structures', 'dp']"
441,A,981,['implementation']
441,B,1394,"['greedy', 'implementation']"
441,C,1505,"['constructive algorithms', 'dfs and similar', 'implementation']"
441,D,2241,"['constructive algorithms', 'dsu', 'graphs', 'implementation', 'string suffix structures']"
441,E,2781,"['bitmasks', 'dp']"
439,A,1064,"['greedy', 'implementation']"
439,B,1275,"['implementation', 'sortings']"
439,C,1874,"['brute force', 'constructive algorithms', 'implementation', 'number theory']"
439,D,1876,"['binary search', 'sortings', 'ternary search', 'two pointers']"
439,E,2412,"['combinatorics', 'dp', 'math']"
437,A,1372,['implementation']
437,B,1498,"['bitmasks', 'greedy', 'implementation', 'sortings']"
437,C,1633,"['graphs', 'greedy', 'sortings']"
437,D,2181,"['dsu', 'sortings']"
437,E,4000,[]
438,A,1332,['greedy']
438,B,1845,"['dp', 'dsu', 'sortings']"
438,C,2512,"['dp', 'geometry']"
438,D,2299,['data structures']
438,E,4000,"['combinatorics', 'divide and conquer', 'fft', 'number theory']"
435,A,1111,['implementation']
435,B,1478,['greedy']
435,C,1619,['implementation']
435,D,2188,"['brute force', 'dp', 'greedy']"
435,E,4000,[]
433,A,1222,"['brute force', 'implementation']"
433,B,1268,"['dp', 'implementation', 'sortings']"
433,C,2080,"['implementation', 'math', 'sortings']"
433,D,2316,"['dsu', 'implementation']"
433,E,2750,['dp']
434,A,1874,"['math', 'sortings']"
434,B,1956,"['divide and conquer', 'dp', 'dsu', 'implementation', 'two pointers']"
434,C,2560,['dp']
434,D,3141,['flows']
434,E,4000,"['binary search', 'divide and conquer', 'sortings', 'trees']"
431,A,770,['implementation']
431,B,1203,"['brute force', 'implementation']"
431,C,1622,"['dp', 'implementation', 'trees']"
431,D,2134,"['binary search', 'bitmasks', 'combinatorics', 'dp', 'math']"
431,E,2489,"['binary search', 'data structures', 'ternary search']"
432,A,927,"['greedy', 'implementation', 'sortings']"
432,B,1255,"['brute force', 'greedy', 'implementation']"
432,C,1803,"['greedy', 'sortings']"
432,D,1974,"['dp', 'string suffix structures', 'strings', 'two pointers']"
432,E,2518,"['constructive algorithms', 'greedy']"
429,A,1391,"['dfs and similar', 'trees']"
429,B,1710,['dp']
429,C,2387,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'trees']"
429,D,2270,"['data structures', 'divide and conquer', 'geometry']"
429,E,2925,['graphs']
430,A,1594,"['constructive algorithms', 'sortings']"
430,B,1384,"['brute force', 'two pointers']"
430,C,1724,"['brute force', 'data structures', 'dfs and similar', 'trees']"
430,D,1991,"['brute force', 'dp']"
430,E,2461,"['constructive algorithms', 'data structures', 'dfs and similar']"
427,A,762,['implementation']
427,B,1172,"['data structures', 'implementation']"
427,C,1692,"['dfs and similar', 'graphs', 'two pointers']"
427,D,2160,"['dp', 'string suffix structures', 'strings']"
427,E,2064,"['greedy', 'implementation', 'math', 'ternary search']"
425,A,1518,"['brute force', 'sortings']"
425,B,2212,"['bitmasks', 'greedy']"
425,C,2256,"['data structures', 'dp']"
425,D,2278,"['binary search', 'data structures', 'hashing']"
425,E,2540,['dp']
426,A,884,['implementation']
426,B,1358,['implementation']
426,C,1736,"['brute force', 'sortings', 'two pointers']"
426,D,2650,[]
426,E,2529,[]
424,A,975,['implementation']
424,B,1235,"['binary search', 'greedy', 'implementation', 'sortings']"
424,C,1586,['math']
424,D,2219,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'dp']"
424,E,4000,"['dfs and similar', 'dp', 'probabilities']"
419,A,1172,[]
419,B,1822,[]
419,C,1822,[]
419,D,2008,[]
419,E,2475,[]
420,A,1161,['implementation']
420,B,1902,['implementation']
420,C,1979,"['data structures', 'graphs', 'implementation', 'two pointers']"
420,D,2341,['data structures']
420,E,2689,['geometry']
421,A,866,"['constructive algorithms', 'implementation']"
421,B,1080,['implementation']
421,C,1948,['implementation']
421,D,2098,"['binary search', 'data structures', 'sortings']"
421,E,2506,['data structures']
413,A,1056,['implementation']
413,B,0,['implementation']
413,C,1414,"['greedy', 'math']"
413,D,2047,"['bitmasks', 'dp']"
413,E,2120,"['data structures', 'divide and conquer']"
412,A,973,"['greedy', 'implementation']"
412,B,1067,"['greedy', 'sortings']"
412,C,1408,"['implementation', 'strings']"
412,D,1733,['dfs and similar']
412,E,1845,['implementation']
417,A,1621,"['dp', 'implementation', 'math']"
417,B,1571,['implementation']
417,C,1581,"['constructive algorithms', 'graphs', 'implementation']"
417,D,2284,"['bitmasks', 'dp', 'greedy', 'sortings']"
417,E,2382,"['constructive algorithms', 'math', 'probabilities']"
418,A,1660,"['constructive algorithms', 'graphs', 'implementation']"
418,B,1963,"['bitmasks', 'dp', 'sortings']"
418,C,2324,"['constructive algorithms', 'dp', 'math']"
418,D,2884,"['data structures', 'graphs', 'trees']"
418,E,4000,['data structures']
416,A,1458,"['greedy', 'implementation', 'two pointers']"
416,B,1315,"['brute force', 'dp', 'implementation']"
416,C,1618,"['binary search', 'dp', 'greedy', 'implementation']"
416,D,2352,"['greedy', 'implementation']"
416,E,2563,"['dp', 'graphs', 'shortest paths']"
414,A,1438,"['constructive algorithms', 'number theory']"
414,B,1338,"['combinatorics', 'dp']"
414,C,2047,"['combinatorics', 'divide and conquer']"
414,D,2299,"['binary search', 'data structures', 'greedy', 'two pointers']"
414,E,3217,['data structures']
415,A,867,['implementation']
415,B,1491,"['binary search', 'greedy', 'math']"
415,C,1588,"['constructive algorithms', 'greedy', 'number theory']"
415,D,1677,"['combinatorics', 'dp', 'number theory']"
415,E,2485,"['divide and conquer', 'sortings']"
407,A,1790,"['brute force', 'geometry', 'implementation', 'math']"
407,B,1699,"['dp', 'implementation']"
407,C,2481,"['brute force', 'combinatorics', 'implementation', 'math']"
407,D,2789,"['dp', 'hashing']"
407,E,4000,['data structures']
408,A,867,['implementation']
408,B,1250,['implementation']
408,C,1778,"['geometry', 'math']"
408,D,1847,['dp']
408,E,4000,[]
405,A,789,"['greedy', 'implementation', 'sortings']"
405,B,1261,[]
405,C,1676,"['implementation', 'math']"
405,D,1965,"['greedy', 'implementation', 'math']"
405,E,2559,['dfs and similar']
406,A,1541,"['implementation', 'math']"
406,B,1687,"['constructive algorithms', 'greedy']"
406,C,2242,"['constructive algorithms', 'dfs and similar', 'graphs']"
406,D,2212,"['dfs and similar', 'geometry', 'trees']"
406,E,2813,"['implementation', 'math']"
404,A,1184,['implementation']
404,B,1575,"['implementation', 'math']"
404,C,1842,"['dfs and similar', 'graphs', 'sortings']"
404,D,2106,"['dp', 'implementation']"
404,E,2621,"['binary search', 'greedy', 'implementation']"
402,A,1232,"['greedy', 'math']"
402,B,1539,['brute force']
402,C,1552,"['brute force', 'constructive algorithms']"
402,D,2157,"['dp', 'greedy', 'math']"
402,E,2301,['graphs']
403,A,1531,"['constructive algorithms', 'graphs']"
403,B,1986,"['dp', 'greedy', 'number theory']"
403,C,2179,['graphs']
403,D,2323,"['combinatorics', 'dp']"
403,E,3081,"['data structures', 'implementation']"
401,A,972,"['implementation', 'math']"
401,B,1284,"['greedy', 'implementation', 'math']"
401,C,1477,"['constructive algorithms', 'greedy', 'implementation']"
401,D,2118,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'number theory']"
401,E,2800,['math']
400,A,1138,"['dp', 'implementation']"
400,B,1344,"['brute force', 'implementation', 'schedules']"
400,C,1596,"['implementation', 'math']"
400,D,2096,"['dsu', 'graphs', 'shortest paths']"
400,E,2296,"['binary search', 'bitmasks', 'data structures']"
388,A,1397,"['greedy', 'sortings']"
388,B,1909,"['bitmasks', 'constructive algorithms', 'graphs', 'implementation', 'math']"
388,C,2002,"['games', 'greedy', 'sortings']"
388,D,2735,['math']
388,E,4000,['geometry']
389,A,1159,"['greedy', 'math']"
389,B,1293,"['greedy', 'implementation']"
389,C,1486,"['binary search', 'dp', 'greedy']"
389,D,2300,"['constructive algorithms', 'graphs', 'implementation', 'shortest paths']"
389,E,2154,"['greedy', 'implementation']"
387,A,1062,['implementation']
387,B,1255,"['brute force', 'greedy', 'two pointers']"
387,C,1720,"['greedy', 'implementation']"
387,D,2466,['graph matchings']
387,E,2358,"['binary search', 'data structures']"
385,A,1045,"['brute force', 'greedy', 'implementation']"
385,B,1355,"['brute force', 'greedy', 'implementation', 'math', 'strings']"
385,C,1831,"['binary search', 'brute force', 'data structures', 'dp', 'implementation', 'math', 'number theory']"
385,D,2422,"['bitmasks', 'dp', 'geometry']"
385,E,2582,"['math', 'matrices']"
383,A,1422,"['data structures', 'greedy']"
383,B,2500,"['binary search', 'implementation', 'sortings', 'two pointers']"
383,C,1932,"['data structures', 'dfs and similar', 'trees']"
383,D,2259,['dp']
383,E,2667,"['combinatorics', 'divide and conquer', 'dp']"
384,A,912,['implementation']
384,B,1516,"['greedy', 'implementation', 'sortings', 'two pointers']"
384,C,1605,['greedy']
384,D,2688,['implementation']
384,E,2426,"['data structures', 'dfs and similar', 'graphs', 'trees']"
382,A,1194,"['greedy', 'implementation']"
382,B,1956,"['binary search', 'math']"
382,C,1757,"['implementation', 'sortings']"
382,D,2256,"['dfs and similar', 'graphs', 'implementation', 'trees']"
382,E,2577,"['combinatorics', 'dp']"
380,A,1594,"['binary search', 'brute force']"
380,B,2347,"['graphs', 'implementation']"
380,C,1976,"['data structures', 'schedules']"
380,D,2490,"['combinatorics', 'math']"
380,E,2766,['data structures']
381,A,871,"['greedy', 'implementation', 'two pointers']"
381,B,1214,"['greedy', 'implementation', 'sortings']"
381,C,1793,"['binary search', 'implementation', 'two pointers']"
381,D,2525,['brute force']
381,E,2183,['data structures']
379,A,1081,['implementation']
379,B,1266,"['constructive algorithms', 'implementation']"
379,C,1485,"['greedy', 'sortings']"
379,D,2172,"['bitmasks', 'brute force', 'dp']"
379,E,2523,"['geometry', 'schedules', 'sortings']"
379,F,2395,"['data structures', 'divide and conquer', 'trees']"
379,G,4000,['dp']
377,A,1674,['dfs and similar']
377,B,1902,"['binary search', 'data structures', 'greedy', 'sortings']"
377,C,2242,"['bitmasks', 'dp', 'games']"
377,D,2452,['data structures']
377,E,2988,"['dp', 'geometry']"
378,A,836,['brute force']
378,B,1355,"['implementation', 'sortings']"
378,C,1665,['dfs and similar']
378,D,2198,"['binary search', 'data structures', 'greedy', 'sortings']"
378,E,2558,"['bitmasks', 'brute force', 'dp', 'greedy']"
375,A,1685,"['math', 'number theory']"
375,B,1809,"['data structures', 'dp', 'implementation', 'sortings']"
375,C,2550,"['bitmasks', 'shortest paths']"
375,D,2414,"['data structures', 'dfs and similar', 'trees']"
375,E,4000,"['dp', 'implementation', 'math']"
376,A,1074,"['implementation', 'math']"
376,B,1358,['implementation']
376,C,1848,"['math', 'number theory']"
376,D,1981,"['dp', 'implementation', 'sortings']"
376,E,4000,"['bitmasks', 'shortest paths']"
372,A,1680,"['binary search', 'greedy', 'sortings', 'two pointers']"
372,B,1844,"['brute force', 'divide and conquer', 'dp']"
372,C,2156,"['data structures', 'dp', 'math']"
372,D,2653,"['binary search', 'data structures', 'dfs and similar', 'trees', 'two pointers']"
372,E,3180,"['combinatorics', 'geometry']"
373,A,1028,['implementation']
373,B,1670,"['binary search', 'implementation', 'math']"
373,C,1719,"['greedy', 'sortings', 'two pointers']"
373,D,2237,[]
373,E,2528,['dp']
371,A,1202,"['implementation', 'math']"
371,B,1444,"['math', 'number theory']"
371,C,1698,"['binary search', 'brute force']"
371,D,1840,"['data structures', 'dsu', 'implementation', 'trees']"
371,E,2237,"['math', 'two pointers']"
370,A,1282,['math']
370,B,1380,['implementation']
370,C,1804,"['constructive algorithms', 'greedy', 'sortings']"
370,D,2216,"['brute force', 'constructive algorithms', 'implementation']"
370,E,2592,"['dp', 'greedy']"
369,A,1021,['implementation']
369,B,1509,"['constructive algorithms', 'implementation', 'math']"
369,C,1685,"['dfs and similar', 'graphs', 'trees']"
369,D,2338,"['dfs and similar', 'dp', 'shortest paths']"
369,E,2393,"['binary search', 'data structures']"
367,A,1436,"['data structures', 'implementation']"
367,B,1929,"['binary search', 'data structures']"
367,C,1964,"['graphs', 'greedy', 'sortings']"
367,D,2492,"['bitmasks', 'dfs and similar']"
367,E,2725,"['combinatorics', 'dp']"
368,A,1113,['implementation']
368,B,1190,"['data structures', 'dp']"
368,C,1556,"['brute force', 'implementation']"
368,D,2132,"['data structures', 'two pointers']"
368,E,2287,"['combinatorics', 'graphs', 'implementation']"
366,A,1154,['implementation']
366,B,1279,"['brute force', 'implementation']"
366,C,1874,['dp']
366,D,2208,"['binary search', 'data structures', 'dfs and similar', 'dsu', 'shortest paths', 'two pointers']"
366,E,2169,"['brute force', 'implementation', 'math']"
364,A,1678,"['combinatorics', 'data structures', 'implementation']"
364,B,2174,"['dp', 'greedy']"
364,C,2311,"['brute force', 'number theory']"
364,D,2980,"['brute force', 'math', 'probabilities']"
364,E,3175,"['divide and conquer', 'two pointers']"
365,A,1170,['implementation']
365,B,1235,['implementation']
365,C,1909,"['brute force', 'combinatorics', 'math', 'matrices']"
365,D,2396,"['dp', 'greedy']"
365,E,2779,"['brute force', 'number theory']"
362,A,1512,"['greedy', 'math']"
362,B,1252,"['implementation', 'sortings']"
362,C,1953,"['data structures', 'dp', 'implementation', 'math']"
362,D,2591,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy']"
362,E,2540,"['flows', 'graphs', 'shortest paths']"
363,A,944,['implementation']
363,B,1226,"['brute force', 'dp']"
363,C,1400,"['greedy', 'implementation']"
363,D,1807,"['binary search', 'greedy']"
363,E,4000,"['brute force', 'data structures', 'implementation']"
360,A,1698,"['greedy', 'implementation']"
360,B,2063,"['binary search', 'dp']"
360,C,2432,"['combinatorics', 'dp']"
360,D,2646,['number theory']
360,E,2930,"['graphs', 'greedy', 'shortest paths']"
361,A,882,"['constructive algorithms', 'implementation']"
361,B,1275,"['constructive algorithms', 'math', 'number theory']"
361,C,1912,"['brute force', 'constructive algorithms', 'greedy']"
361,D,2435,"['binary search', 'dp']"
361,E,2747,[]
359,A,1071,"['constructive algorithms', 'greedy', 'implementation']"
359,B,1386,"['constructive algorithms', 'dp', 'math']"
359,C,2004,['math']
359,D,2007,"['binary search', 'brute force', 'data structures', 'math', 'two pointers']"
359,E,2448,['dfs and similar']
358,A,1523,"['brute force', 'implementation']"
358,B,1587,"['brute force', 'strings']"
358,C,1951,"['constructive algorithms', 'greedy', 'implementation']"
358,D,1971,"['dp', 'greedy']"
358,E,2495,"['brute force', 'dsu', 'graphs', 'implementation']"
356,A,1639,"['data structures', 'dsu']"
356,B,1917,"['implementation', 'math']"
356,C,2187,"['combinatorics', 'constructive algorithms', 'greedy', 'implementation']"
356,D,2811,"['bitmasks', 'constructive algorithms', 'dp', 'greedy']"
356,E,4000,"['dp', 'hashing', 'implementation', 'string suffix structures', 'strings']"
357,A,1165,"['brute force', 'greedy', 'implementation']"
357,B,1406,"['constructive algorithms', 'implementation']"
357,C,1785,['data structures']
357,D,2164,['number theory']
357,E,2350,[]
354,A,1642,"['brute force', 'greedy', 'math']"
354,B,2486,"['bitmasks', 'dp', 'games']"
354,C,2182,"['brute force', 'dp', 'number theory']"
354,D,3198,['dp']
354,E,2160,"['constructive algorithms', 'dfs and similar', 'dp']"
355,A,1142,"['constructive algorithms', 'implementation']"
355,B,1188,"['greedy', 'implementation']"
355,C,1748,"['brute force', 'dp']"
355,D,4000,[]
355,E,2352,"['binary search', 'brute force', 'data structures']"
353,A,1307,"['implementation', 'math']"
353,B,1806,"['combinatorics', 'constructive algorithms', 'greedy', 'implementation', 'math', 'sortings']"
353,C,1603,"['implementation', 'math', 'number theory']"
353,D,2004,['constructive algorithms']
353,E,2468,"['dp', 'graph matchings', 'greedy']"
351,A,1886,"['dp', 'greedy', 'implementation', 'math']"
351,B,1860,"['combinatorics', 'dp', 'probabilities']"
351,C,2503,"['dp', 'matrices']"
351,D,2754,['data structures']
351,E,2132,['greedy']
352,A,1116,"['brute force', 'implementation', 'math']"
352,B,1361,"['implementation', 'sortings']"
352,C,2015,"['dp', 'greedy', 'implementation']"
352,D,2194,['math']
352,E,2831,[]
350,A,1302,"['brute force', 'greedy', 'implementation']"
350,B,1572,['graphs']
350,C,1620,"['greedy', 'implementation', 'sortings']"
350,D,2710,"['binary search', 'geometry', 'hashing', 'sortings']"
350,E,2276,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs']"
348,A,1592,"['binary search', 'math', 'sortings']"
348,B,2157,"['dfs and similar', 'number theory', 'trees']"
348,C,2557,"['brute force', 'data structures']"
348,D,2548,"['dp', 'matrices']"
348,E,2952,"['dfs and similar', 'dp', 'trees']"
349,A,1270,"['greedy', 'implementation']"
349,B,1688,"['data structures', 'dp', 'greedy', 'implementation']"
349,C,1790,['implementation']
349,D,2641,"['dfs and similar', 'number theory', 'trees']"
349,E,2832,[]
346,A,1555,"['games', 'math', 'number theory']"
346,B,2073,"['dp', 'strings']"
346,C,2279,"['greedy', 'math']"
346,D,2551,['shortest paths']
346,E,4000,['math']
347,A,1299,"['implementation', 'sortings']"
347,B,1261,"['implementation', 'math']"
347,C,1706,"['games', 'math', 'number theory']"
347,D,2418,"['dp', 'strings']"
347,E,2539,"['dp', 'greedy', 'number theory']"
343,A,1561,"['math', 'number theory']"
